X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
392993.14,139264.96,25424155,2025/09/26 10:31:24+00,MIDNIGHT,OTHERS,THEFT/OTHER,2300 - 2399 BLOCK OF 41ST STREET NW,392993.14,139264.96,3,3B,2,204,Cluster 14,000300 2,300,Precinct 11,38.92122867,-77.08080049,,2025/09/24 23:15:00+00,2025/09/25 23:15:00+00,811363832,
396310.65,138635.01,25424183,2025/09/29 11:31:37+00,DAY,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF T STREET NW,396310.65,138635.01,2,2B,2,208,Cluster 6,004202 2,4202,Precinct 14,38.91557407,-77.04254083,,2025/09/25 17:10:00+00,2025/09/25 17:15:00+00,811363833,
397831.55,137367.92,25423918,2025/09/10 11:31:33+00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF L STREET NW,397831.55,137367.92,2,2G,3,307,Cluster 8,004902 3,4902,Precinct 129,38.90416476,-77.02499977,,2025/09/07 03:24:00+00,2025/09/07 03:30:00+00,811371381,
397425.76,142721.24,25423961,2025/09/11 11:31:52+00,DAY,OTHERS,THEFT/OTHER,5100 - 5199 BLOCK OF 13TH STREET NW,397425.76,142721.24,4,4E,4,403,Cluster 18,002002 3,2002,Precinct 54,38.95238803,-77.02969815,,2025/09/09 15:23:00+00,2025/09/09 15:24:00+00,811371382,
400003.93,137674.76,25423970,2025/09/11 20:31:55+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF FLORIDA AVENUE NE,400003.93,137674.76,5,5D,5,501,Cluster 23,008803 2,8803,Precinct 76,38.90693155,-76.99995469,,2025/08/30 21:10:00+00,2025/08/31 00:10:00+00,811371383,
398425.5708,133954.6808,25424156,2025/09/26 10:31:34+00,MIDNIGHT,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF O STREET SW,398425.5708,133954.6808,6,6D,1,103,Cluster 9,011002 1,11002,Precinct 127,38.87341828,-77.01814356,,2025/08/20 01:12:00+00,2025/08/20 01:15:00+00,811371384,
397162.06,140182.43,25424157,2025/09/26 10:31:40+00,MIDNIGHT,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,2802,Precinct 39,38.92951689,-77.03272986,,2025/09/25 22:20:00+00,2025/09/25 23:40:00+00,811371385,
399301.87,142089.59,25136292,2025/09/06 17:18:34+00,DAY,OTHERS,THEFT F/AUTO,1 - 35 BLOCK OF HAWAII AVENUE NE,399301.87,142089.59,5,5A,4,405,Cluster 19,009510 2,9510,Precinct 44,38.94670145,-77.00805345,,2025/09/05 15:00:00+00,2025/09/05 18:00:00+00,811375415,
392422.07,142425.33,25138942,2025/09/11 16:17:55+00,DAY,OTHERS,THEFT F/AUTO,4400 - 4499 BLOCK OF BRANDYWINE STREET NW,392422.07,142425.33,3,3E,2,202,Cluster 11,001004 2,1004,Precinct 31,38.94969348,-77.08742075,,2025/06/05 15:00:00+00,2025/09/11 16:00:00+00,811375416,
392742.61,140690.97,25140666,2025/09/14 15:16:39+00,DAY,OTHERS,THEFT/OTHER,4200 - 4399 BLOCK OF EMBASSY PARK DRIVE NW,392742.61,140690.97,3,3A,2,205,Cluster 14,000803 1,803,Precinct 10,38.93407258,-77.08370458,,2025/09/14 15:05:00+00,2025/09/14 15:07:00+00,811375417,
397107.05,139182.65,25141534,2025/09/16 03:46:26+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,1400 - 1499 BLOCK OF BELMONT STREET NW,397107.05,139182.65,1,1B,3,304,Cluster 2,003701 2,3701,Precinct 23,38.92051037,-77.03336008,,2025/09/16 00:55:00+00,2025/09/16 01:01:00+00,811375418,
399518.51,136928.31,25142202,2025/09/17 14:07:31+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 299 BLOCK OF H STREET NE,399518.51,136928.31,6,6E,1,102,Cluster 8,004702 1,4702,Precinct 1,38.90020714,-77.00555073,NOMA,2025/08/29 13:19:00+00,2025/09/17 14:07:00+00,811375419,
397162.06,140182.43,25142397,2025/09/17 22:24:34+00,EVENING,OTHERS,ROBBERY,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,2802,Precinct 39,38.92951689,-77.03272986,,2025/09/17 20:03:00+00,2025/09/17 20:40:00+00,811375420,
404296.67,133162.11,25144482,2025/09/21 17:17:46+00,DAY,OTHERS,THEFT F/AUTO,3820 - 3899 BLOCK OF ALABAMA AVENUE SE,404296.67,133162.11,7,7B,6,605,Cluster 34,009902 2,9902,Precinct 110,38.86626939,-76.95049057,,2025/09/21 16:12:00+00,2025/09/21 17:12:00+00,811375421,
394517.68,141758.59,25145364,2025/09/23 12:44:14+00,DAY,OTHERS,ASSAULT W/DANGEROUS WEAPON,4200 - 4226 BLOCK OF CONNECTICUT AVENUE NW,394517.68,141758.59,3,3F,2,203,Cluster 12,001200 4,1200,Precinct 33,38.94370288,-77.06323999,,2025/09/23 09:50:00+00,2025/09/23 09:59:00+00,811375422,
399080.4,138304.32,25145383,2025/09/23 16:55:07+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF R STREET NW,399080.4,138304.32,5,5E,3,308,Cluster 21,003302 2,3302,Precinct 19,38.91260236,-77.0106032,,2025/09/23 03:20:00+00,2025/09/23 03:25:00+00,811375423,
401418.26,134946.18,25145613,2025/09/24 01:26:13+00,EVENING,OTHERS,THEFT F/AUTO,500 - 549 BLOCK OF 15TH STREET SE,401418.26,134946.18,7,7D,1,107,Cluster 26,006802 2,6802,Precinct 91,38.88235036,-76.98365407,,2025/09/23 18:45:00+00,2025/09/23 20:16:00+00,811375424,
396524.72,140201.85,25145631,2025/09/24 01:12:17+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1700 - 1799 BLOCK OF KENYON STREET NW,396524.72,140201.85,1,1D,3,302,Cluster 2,002702 3,2702,Precinct 39,38.92968954,-77.04008038,,2025/09/23 16:00:00+00,2025/09/23 16:00:00+00,811375425,
402183.88,136751.77,25145890,2025/09/24 06:02:09+00,MIDNIGHT,OTHERS,ROBBERY,1920 - 2099 BLOCK OF BENNING ROAD NE,402183.88,136751.77,5,5D,5,507,Cluster 23,008904 1,8904,Precinct 79,38.89861422,-76.9748243,,2025/09/24 05:20:00+00,2025/09/24 05:45:00+00,811375426,
395499.25,139592.96,25146161,2025/09/24 19:35:49+00,EVENING,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3,3C,2,204,Cluster 15,000501 1,501,Precinct 136,38.92419981,-77.05190312,,2025/09/24 18:59:00+00,2025/09/24 19:36:00+00,811375427,
399616.31,138948.72,25146598,2025/09/25 16:40:53+00,DAY,OTHERS,THEFT/OTHER,128 - 199 BLOCK OF RHODE ISLAND AVENUE NE,399616.31,138948.72,5,5F,5,502,Cluster 21,008701 2,8701,Precinct 75,38.91840773,-77.00442439,,2025/09/24 13:43:00+00,2025/09/24 14:56:00+00,811377087,
393039.43,142375.16,25147240,2025/09/27 01:24:47+00,EVENING,OTHERS,THEFT/OTHER,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,393039.43,142375.16,3,3E,2,202,Cluster 11,001100 4,1100,Precinct 32,38.94924665,-77.08029824,,2025/09/26 16:50:00+00,2025/09/26 16:53:00+00,811377088,
396597.63,139873.33,25147332,2025/09/27 01:35:51+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1600 - 1649 BLOCK OF LANIER PLACE NW,396597.63,139873.33,1,1C,3,303,Cluster 1,003901 1,3901,Precinct 35,38.92673041,-77.03923788,,2025/09/26 20:20:00+00,2025/09/26 21:53:00+00,811377089,
400275.81,142748.17,25147790,2025/09/27 17:06:27+00,DAY,OTHERS,ROBBERY,SOUTH DAKOTA AVENUE NE AND GALLOWAY STREET NE,400275.81,142748.17,5,5A,4,406,Cluster 19,009508 2,9508,Precinct 66,38.95263436,-76.99681806,,2025/09/27 16:12:00+00,2025/09/27 16:46:00+00,811377090,
400589.75,136927.77,25148011,2025/09/28 07:27:42+00,MIDNIGHT,OTHERS,SEX ABUSE,900 - 999 BLOCK OF H STREET NE,400589.75,136927.77,6,6A,1,104,Cluster 25,008402 2,8402,Precinct 82,38.90020221,-76.99320123,,2025/09/27 22:15:00+00,2025/09/28 03:51:00+00,811377091,
397633.43,144615.42,25148708,2025/09/29 13:59:26+00,DAY,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4,4A,4,402,Cluster 17,001804 2,1804,Precinct 61,38.96945187,-77.02730886,,2025/09/29 13:21:00+00,2025/09/29 13:23:00+00,811377092,
400930.39,136927.66,25149348,2025/09/30 17:32:57+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF H STREET NE,400930.39,136927.66,6,6A,1,104,Cluster 25,008402 1,8402,Precinct 82,38.90020092,-76.98927425,,2025/09/28 05:54:00+00,2025/09/28 06:11:00+00,811377093,
397171.11,137408.25,25151721,2025/10/05 01:22:58+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2C,2,207,Cluster 8,010100 3,10100,Precinct 17,38.90452619,-77.03261406,DOWNTOWN,2025/10/05 00:28:00+00,2025/10/05 00:45:00+00,811377094,
397563.84,138186.63,25424099,2025/09/24 11:02:39+00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF 12TH STREET NW,397563.84,138186.63,2,2F,3,307,Cluster 7,005001 1,5001,Precinct 16,38.91153928,-77.02808907,,2025/09/22 18:10:00+00,2025/09/22 21:10:00+00,811377420,
396370,139140.2,25424215,2025/09/30 23:32:41+00,EVENING,OTHERS,THEFT/OTHER,2300 - 2399 BLOCK OF 18TH STREET NW,396370,139140.2,1,1C,3,303,Cluster 1,003802 1,3802,Precinct 24,38.92012523,-77.04185915,ADAMS MORGAN,2025/09/28 03:00:00+00,2025/09/28 05:00:00+00,811377421,
400465.6614,129412.7449,25134097,2025/09/07 20:48:26+00,EVENING,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF 8TH STREET SE,400465.6614,129412.7449,8,8E,7,706,Cluster 39,009801 1,9801,Precinct 121,38.83250385,-76.99463684,,2025/08/27 04:00:00+00,,811377572,
398010.2,138551.81,25136188,2025/09/06 08:06:46+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF 8TH STREET NW,398010.2,138551.81,1,1B,3,305,Cluster 3,004402 2,4402,Precinct 137,38.91483007,-77.02294357,,2025/09/06 07:18:00+00,2025/09/06 07:43:00+00,811377575,
397986.86,143279.77,25136319,2025/09/06 17:26:16+00,DAY,OTHERS,BURGLARY,700 - 799 BLOCK OF LONGFELLOW STREET NW,397986.86,143279.77,4,4D,4,403,Cluster 18,002101 2,2101,Precinct 56,38.95742089,-77.02322656,,2025/09/06 15:40:00+00,2025/09/06 17:26:00+00,811377576,
394072.77,142224.48,25137240,2025/09/08 14:30:14+00,DAY,OTHERS,BURGLARY,3500 - 3599 BLOCK OF ALBEMARLE STREET NW,394072.77,142224.48,3,3F,2,203,Cluster 12,001200 3,1200,Precinct 33,38.94789686,-77.06837617,,2025/09/04 13:33:00+00,2025/09/08 13:20:00+00,811377592,
395483.79,137977.41,25423948,2025/09/10 20:03:04+00,EVENING,OTHERS,THEFT/OTHER,2300 - 2599 BLOCK OF P STREET NW,395483.79,137977.41,2,2E,2,206,Cluster 4,000101 1,101,Precinct 5,38.90964633,-77.05207078,,2025/08/31 16:00:00+00,2025/09/01 00:05:00+00,811378064,
399351.72,137531.68,25424020,2025/09/16 11:32:33+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF M STREET NE,399351.72,137531.68,6,6E,5,501,Cluster 25,010603 2,10603,Precinct 144,38.9056424,-77.00747409,NOMA,2025/09/03 19:00:00+00,2025/09/03 19:01:00+00,811378065,
392485,137906.75,25424028,2025/09/16 15:01:25+00,DAY,OTHERS,THEFT/OTHER,4531 - 4549 BLOCK OF MACARTHUR BOULEVARD NW,392485,137906.75,3,3D,,,Cluster 13,000802 1,802,Precinct 7,38.90898927,-77.0866453,,2025/09/15 16:10:00+00,2025/09/15 16:40:00+00,811378066,
398054.36,138140.31,25424120,2025/09/24 12:31:45+00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF Q STREET NW,398054.36,138140.31,2,2G,3,307,Cluster 7,004901 2,4901,Precinct 18,38.91112323,-77.02243321,,2025/09/23 17:30:00+00,2025/09/23 17:33:00+00,811378067,
397329.91,138387.58,25424168,2025/09/26 19:31:59+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF RIGGS STREET NW,397329.91,138387.58,2,2F,3,307,Cluster 7,005001 2,5001,Precinct 16,38.91334882,-77.03078707,,2025/09/26 15:45:00+00,2025/09/26 15:50:00+00,811378068,
399996.63,136928.04,25137738,2025/09/09 12:35:55+00,DAY,OTHERS,BURGLARY,400 - 499 BLOCK OF H STREET NE,399996.63,136928.04,6,6C,1,104,Cluster 25,010602 3,10602,Precinct 83,38.90020484,-77.00003885,,2025/09/09 06:00:00+00,2025/09/09 10:34:00+00,811378244,
399930.5,143088.28,25137754,2025/09/09 13:26:18+00,DAY,OTHERS,THEFT/OTHER,5500 - 5529 BLOCK OF SOUTH DAKOTA AVENUE NE,399930.5,143088.28,4,4B,4,406,Cluster 19,009507 1,9507,Precinct 65,38.9556982,-77.00080184,,2025/09/09 11:48:00+00,2025/09/09 11:50:00+00,811378245,
405933.6304,135213.1266,25138284,2025/09/10 19:44:59+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4900 - 4999 BLOCK OF CALL PLACE SE,405933.6304,135213.1266,7,7E,6,604,Cluster 33,009904 1,9904,Precinct 104,38.88473624,-76.93161059,,2025/09/10 11:41:00+00,2025/09/10 12:44:00+00,811378246,
403459.94,140142,25138627,2025/09/10 23:30:04+00,EVENING,OTHERS,THEFT F/AUTO,2855 - 3200 BLOCK OF BLADENSBURG ROAD NE,403459.94,140142,5,5C,5,503,Cluster 24,011100 1,11100,Precinct 71,38.92915045,-76.96009684,,2025/09/10 22:55:00+00,2025/09/10 23:05:00+00,811378247,
400132.74,143575.32,25139192,2025/09/11 23:25:43+00,EVENING,OTHERS,THEFT F/AUTO,530 - 599 BLOCK OF NICHOLSON STREET NE,400132.74,143575.32,4,4B,4,406,Cluster 19,009507 1,9507,Precinct 65,38.96008557,-76.99846846,,2025/09/11 17:00:00+00,2025/09/11 17:29:00+00,811378248,
394622.45,137482.75,25140752,2025/09/14 18:34:45+00,DAY,OTHERS,THEFT/OTHER,3100 - 3199 BLOCK OF M STREET NW,394622.45,137482.75,2,2E,2,206,Cluster 4,000102 3,102,Precinct 5,38.90518541,-77.06199794,GEORGETOWN,2025/09/14 17:44:00+00,2025/09/14 18:00:00+00,811378249,
397293.59,141199.33,25140831,2025/09/14 21:34:59+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF RANDOLPH STREET NW,397293.59,141199.33,4,4C,4,404,Cluster 18,002504 1,2504,Precinct 47,38.93867784,-77.03121694,,2025/09/14 01:00:00+00,2025/09/14 21:00:00+00,811378250,
400435.97,140443.64,25141165,2025/09/15 14:33:24+00,DAY,OTHERS,THEFT/OTHER,3400 - 3499 BLOCK OF 8TH STREET NE,400435.97,140443.64,5,5F,5,502,Cluster 21,009201 1,9201,Precinct 74,38.93187442,-76.99497181,,2025/09/15 13:31:00+00,2025/09/22 14:00:00+00,811378251,
401174.9953,130512.295,25148221,2025/09/28 12:38:21+00,DAY,OTHERS,ASSAULT W/DANGEROUS WEAPON,1303 - 1358 BLOCK OF CONGRESS STREET SE,401174.9953,130512.295,8,8E,7,705,Cluster 38,007304 4,7304,Precinct 120,38.84240843,-76.98646536,,2025/09/28 11:07:00+00,2025/09/28 12:10:00+00,811378452,
397171.11,137408.25,25149147,2025/09/30 06:21:50+00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2C,2,207,Cluster 8,010100 3,10100,Precinct 17,38.90452619,-77.03261406,DOWNTOWN,2025/09/30 05:27:00+00,2025/09/30 05:38:00+00,811378453,
401088.35,136259.98,25150148,2025/10/02 01:40:34+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF CORBIN PLACE NE,401088.35,136259.98,6,6A,1,108,Cluster 25,008001 3,8001,Precinct 81,38.89418604,-76.98745431,,2025/10/01 12:00:00+00,2025/10/01 20:00:00+00,811378454,
398274.12,138411.19,25150959,2025/10/03 16:37:37+00,DAY,OTHERS,BURGLARY,1705 - 1799 BLOCK OF 6TH STREET NW,398274.12,138411.19,2,2G,3,308,Cluster 7,004801 2,4801,Precinct 21,38.91356387,-77.01990006,,2025/10/03 15:14:00+00,2025/10/03 15:25:00+00,811378455,
399489.6,137576.25,25143322,2025/09/19 15:58:26+00,DAY,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,399489.6,137576.25,6,6E,5,501,Cluster 25,010601 2,10601,Precinct 144,38.90604399,-77.00588449,NOMA,2025/09/19 15:30:00+00,,811378638,
401701.35,136862.76,25143535,2025/09/19 23:21:54+00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,1516 - 1699 BLOCK OF BENNING ROAD NE,401701.35,136862.76,5,5D,5,507,Cluster 23,008904 1,8904,Precinct 79,38.89961512,-76.98038661,,2025/09/19 21:52:00+00,2025/09/19 23:22:00+00,811378639,
399420.7993,128792.0732,25143949,2025/09/20 17:02:57+00,DAY,OTHERS,THEFT F/AUTO,4300 - 4399 BLOCK OF HALLEY TERRACE SE,399420.7993,128792.0732,8,8D,7,708,Cluster 39,009810 2,9810,Precinct 126,38.82691248,-77.0066703,,2025/09/20 15:44:00+00,,811378640,
401190.64,141876.52,25145021,2025/09/23 11:54:16+00,DAY,OTHERS,THEFT F/AUTO,4500 - 4598 BLOCK OF SOUTH DAKOTA AVENUE NE,401190.64,141876.52,5,5A,4,405,Cluster 20,009503 1,9503,Precinct 67,38.94478153,-76.98626545,,2025/09/22 17:52:00+00,2025/09/22 19:04:00+00,811378641,
401124.3712,133342.5246,25145287,2025/09/23 04:01:33+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1800 - 1817 BLOCK OF 13TH STREET SE,401124.3712,133342.5246,8,8A,6,607,Cluster 34,007601 5,7601,Precinct 140,38.86790442,-76.98704386,,2025/09/23 03:44:00+00,,811378642,
401004.7668,131818.1552,25145399,2025/09/23 14:31:58+00,DAY,OTHERS,BURGLARY,2400 - 2599 BLOCK OF ELVANS ROAD SE,401004.7668,131818.1552,8,8B,7,703,Cluster 37,007406 2,7406,Precinct 118,38.85417241,-76.98842429,,2025/09/23 00:00:00+00,2025/09/23 12:00:00+00,811378643,
398627.99,142204.15,25145567,2025/09/23 18:23:18+00,DAY,OTHERS,THEFT F/AUTO,4700 - 4714 BLOCK OF NEW HAMPSHIRE AVENUE NW,398627.99,142204.15,4,4D,4,407,Cluster 18,002202 2,2202,Precinct 55,38.94773265,-77.01582739,,2025/09/23 17:30:00+00,,811378644,
406401.56,135172.74,25146014,2025/09/24 15:37:23+00,DAY,OTHERS,THEFT F/AUTO,300 - 348 BLOCK OF 53RD STREET SE,406401.56,135172.74,7,7E,6,604,Cluster 33,009905 1,9905,Precinct 105,38.88436914,-76.92621774,,2025/09/24 14:17:00+00,2025/09/24 15:37:00+00,811378645,
398862.01,138386.67,25146084,2025/09/24 19:23:28+00,EVENING,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF RANDOLPH PLACE NW,398862.01,138386.67,5,5E,3,308,Cluster 21,003302 2,3302,Precinct 19,38.91334395,-77.01312142,,2025/09/24 14:29:00+00,2025/09/24 16:17:00+00,811378646,
397162.06,140182.43,25146182,2025/09/24 19:59:37+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,2802,Precinct 39,38.92951689,-77.03272986,,2025/09/24 19:32:00+00,2025/09/24 19:59:00+00,811378647,
402025.5444,133517.0981,25146665,2025/09/25 22:27:57+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1900 - 2099 BLOCK OF R STREET SE,402025.5444,133517.0981,8,8A,6,607,Cluster 34,007601 3,7601,Precinct 133,38.86947544,-76.97665912,,2025/09/25 18:42:00+00,2025/09/25 19:13:00+00,811378648,
397700.46,136611.23,25148328,2025/09/28 19:15:02+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700.46,136611.23,2,2C,2,209,Cluster 8,005802 5,5802,Precinct 129,38.89734789,-77.02650856,DOWNTOWN,2025/09/28 16:50:00+00,2025/09/28 17:28:00+00,811378649,
397229.1,138975.93,25150044,2025/10/01 23:24:01+00,EVENING,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF 14TH STREET NW,397229.1,138975.93,1,1B,3,305,Cluster 3,004401 2,4401,Precinct 22,38.91864856,-77.03195182,,2025/10/01 21:08:00+00,2025/10/01 21:09:00+00,811378669,
404064.01,139635.98,25150114,2025/10/01 23:33:02+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3600 - 3799 BLOCK OF JAMISON STREET NE,404064.01,139635.98,5,5C,5,503,Cluster 24,009000 2,9000,Precinct 139,38.92458948,-76.95313315,,2025/10/01 22:18:00+00,2025/10/01 23:00:00+00,811378670,
404600.8999,136168.3774,25150498,2025/10/02 18:33:12+00,DAY,OTHERS,THEFT/OTHER,300 - 499 BLOCK OF 40TH STREET NE,404600.8999,136168.3774,7,7F,6,603,Cluster 32,009603 2,9603,Precinct 102,38.89334948,-76.94696488,,2025/10/02 17:54:00+00,2025/10/02 18:30:00+00,811378671,
394088.46,138708.72,25150911,2025/10/03 15:10:48+00,DAY,OTHERS,THEFT F/AUTO,1851 - 2008 BLOCK OF WISCONSIN AVENUE NW,394088.46,138708.72,2,2E,2,206,Cluster 4,000102 1,102,Precinct 5,38.91622593,-77.06816488,,2025/10/03 14:47:00+00,2025/10/03 15:10:00+00,811378672,
397241.55,140302.66,25151416,2025/10/04 13:48:31+00,DAY,OTHERS,THEFT/OTHER,1326 - 1399 BLOCK OF PARK ROAD NW,397241.55,140302.66,1,1A,3,302,Cluster 2,002900 2,2900,Precinct 41,38.93060021,-77.03181359,,2025/10/04 12:49:00+00,2025/10/04 13:00:00+00,811378673,
406453.8442,134892.8645,25136794,2025/09/07 16:56:04+00,DAY,OTHERS,THEFT/OTHER,5300 - 5399 BLOCK OF E STREET SE,406453.8442,134892.8645,7,7E,6,604,Cluster 33,009905 3,9905,Precinct 105,38.88184753,-76.92561776,,2025/09/07 15:11:00+00,2025/09/07 16:50:00+00,811378749,
397830.54,140337.74,25136810,2025/09/07 17:37:38+00,DAY,OTHERS,MOTOR VEHICLE THEFT,700 - 999 BLOCK OF LAMONT STREET NW,397830.54,140337.74,1,1E,4,409,Cluster 2,003100 2,3100,Precinct 38,38.93091787,-77.0250208,,2025/09/07 16:51:00+00,2025/09/07 17:30:00+00,811378750,
399616.39,138914.02,25136921,2025/09/07 23:58:43+00,EVENING,OTHERS,THEFT F/AUTO,140 - 199 BLOCK OF V STREET NE,399616.39,138914.02,5,5F,5,502,Cluster 21,008701 2,8701,Precinct 75,38.91809514,-77.00442345,,2025/09/07 21:09:00+00,2025/09/07 22:57:00+00,811378751,
402238.76,141232.59,25137387,2025/09/08 19:23:35+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4000 - 4099 BLOCK OF 22ND STREET NE,402238.76,141232.59,5,5B,5,503,Cluster 24,009400 3,9400,Precinct 69,38.93897877,-76.97417703,,2025/09/07 04:01:00+00,2025/09/07 16:38:00+00,811378752,
400139.41,137702.67,25138956,2025/09/11 16:18:47+00,DAY,OTHERS,MOTOR VEHICLE THEFT,500 - 599 BLOCK OF MORSE STREET NE,400139.41,137702.67,5,5D,5,501,Cluster 23,008803 2,8803,Precinct 76,38.90718297,-76.99839269,,2025/09/11 16:04:00+00,2025/09/12 16:18:00+00,811378753,
397169.7293,140103.5819,25139407,2025/09/12 11:47:38+00,DAY,OTHERS,THEFT F/AUTO,14TH STREET NW AND IRVING STREET NW,397169.7293,140103.5819,1,1A,3,302,Cluster 2,002802 1,2802,Precinct 39,38.92880662,-77.03264109,,2025/09/12 01:50:00+00,2025/09/12 09:00:00+00,811378754,
401601.33,130970.75,25139839,2025/09/13 00:47:33+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1500 - 1699 BLOCK OF ALABAMA AVENUE SE,401601.33,130970.75,8,8E,7,704,Cluster 38,007304 4,7304,Precinct 120,38.84653773,-76.98155338,,2025/09/13 00:11:00+00,2025/09/13 02:10:00+00,811378755,
396163.67,137783.54,25140957,2025/09/15 01:49:45+00,EVENING,OTHERS,THEFT F/AUTO,1900 - 1999 BLOCK OF SUNDERLAND PLACE NW,396163.67,137783.54,2,2B,2,208,Cluster 6,010700 2,10700,Precinct 14,38.90790311,-77.04423085,GOLDEN TRIANGLE,2025/09/14 19:30:00+00,2025/09/14 20:45:00+00,811378756,
397830.54,140337.74,25141346,2025/09/17 01:00:02+00,EVENING,OTHERS,THEFT/OTHER,700 - 999 BLOCK OF LAMONT STREET NW,397830.54,140337.74,1,1E,4,409,Cluster 2,003100 2,3100,Precinct 38,38.93091787,-77.0250208,,2025/09/15 19:30:00+00,2025/09/15 19:45:00+00,811378757,
397921.14,137916.87,25141582,2025/09/16 04:47:03+00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF 9TH STREET NW,397921.14,137916.87,2,2G,3,307,Cluster 7,004901 3,4901,Precinct 129,38.90911011,-77.02396856,,2025/09/08 14:00:00+00,2025/09/15 14:00:00+00,811378758,
397162.06,140182.43,25141898,2025/09/16 20:36:05+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,2802,Precinct 39,38.92951689,-77.03272986,,2025/09/16 20:06:00+00,2025/09/16 20:36:00+00,811378759,
400790.84,136927.6,25140315,2025/09/14 00:10:23+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF H STREET NE,400790.84,136927.6,6,6A,1,104,Cluster 25,008402 1,8402,Precinct 82,38.90020052,-76.99088302,,2025/09/13 21:05:00+00,2025/09/13 21:10:00+00,811379239,
396746.97,137976.41,25141641,2025/09/16 11:46:22+00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,396746.97,137976.41,2,2B,2,208,Cluster 6,005303 2,5303,Precinct 15,38.9096429,-77.03750663,,2025/09/16 11:20:00+00,2025/09/16 11:30:00+00,811379240,
406101.6238,135185.0369,25142428,2025/09/17 22:22:31+00,EVENING,OTHERS,BURGLARY,5000 - 5099 BLOCK OF CALL PLACE SE,406101.6238,135185.0369,7,7E,6,604,Cluster 33,009904 2,9904,Precinct 104,38.88448205,-76.9296746,,2025/09/17 20:51:00+00,2025/09/17 22:22:00+00,811379241,
